timestamp_utc,geometry_version,input.propellant,input.discharge_voltage_V,input.discharge_current_A,input.mass_flow_rate_mg_s,input.magnetic_field_T,input.voltage_loss_V,input.mass_utilization_efficiency,geometry.channel_length_mm,geometry.channel_inner_radius_mm,geometry.channel_outer_radius_mm,geometry.liner_radius_mm,geometry.liner_thickness_mm,geometry.wall_thickness_mm,output.propellant,output.discharge_voltage_V,output.discharge_current_A,output.discharge_power_W,output.mass_flow_rate_kg_s,output.magnetic_field_T,output.ion_velocity_m_s,output.ion_energy_eV,output.ion_flux_particles_s,output.thrust_ideal_N,output.thrust_estimate_N,output.isp_estimate_s
2026-09-18T04:31:18.976793+00:00,0.1.0,xenon,300.0,4.5,5.0,0.015,0.0,0.7,25.0,35.0,50.0,42.5,1.5,3.0,xenon,300.0,4.5,1350.0,4.9999999999999996e-06,0.015,20998.365332493147,300.0,1.6053782507280605e+19,0.10499182666246573,0.073494278663726,1498.866150290385
